pop,lon,lat,date,year,month,day,tasmin_mean,tasmax_mean,pr_mean
pop1,-66.351746,46.01555,2095-07-21,2095,7,21,292.9271,301.70312,6.244776e-05
pop1,-66.351746,46.01555,2095-07-22,2095,7,22,291.9479,301.1146,0.00010496584
pop1,-66.351746,46.01555,2095-07-23,2095,7,23,291.32812,300.54166,0.00011609087
pop1,-66.351746,46.01555,2095-07-24,2095,7,24,290.99478,302.21353,2.8328628e-05
pop1,-66.351746,46.01555,2095-07-25,2095,7,25,292.52603,303.40103,0.00012143399
pop1,-66.351746,46.01555,2095-07-26,2095,7,26,292.69272,302.41666,7.945163e-05
pop1,-66.351746,46.01555,2095-07-27,2095,7,27,293.83334,301.85938,4.8102665e-05
pop1,-66.351746,46.01555,2095-07-28,2095,7,28,291.78125,302.06772,1.511744e-05
pop1,-66.351746,46.01555,2095-07-29,2095,7,29,290.78647,301.02603,5.6080473e-05
pop1,-66.351746,46.01555,2095-07-30,2095,7,30,291.375,301.15625,5.032935e-06
pop1,-66.351746,46.01555,2095-07-31,2095,7,31,291.56818,302.0909,2.529837e-05
pop1,-66.351746,46.01555,2095-08-01,2095,8,1,292.83853,303.29166,2.7071468e-05
pop1,-66.351746,46.01555,2095-08-02,2095,8,2,292.59897,302.79688,2.129613e-05
pop1,-66.351746,46.01555,2095-08-03,2095,8,3,292.3854,302.23438,4.889137e-05
pop1,-66.351746,46.01555,2095-08-04,2095,8,4,291.4375,301.54166,2.3008432e-05
pop1,-66.351746,46.01555,2095-08-05,2095,8,5,291.08334,300.71875,4.193634e-05
pop1,-66.351746,46.01555,2095-08-06,2095,8,6,291.36978,301.85416,3.6729023e-05
pop1,-66.351746,46.01555,2095-08-07,2095,8,7,291.5521,301.89062,2.8754439e-05
pop1,-66.351746,46.01555,2095-08-08,2095,8,8,292.10938,301.21875,4.8546517e-05
pop1,-66.351746,46.01555,2095-08-09,2095,8,9,291.84375,300.81772,3.885254e-05
pop1,-66.351746,46.01555,2095-08-10,2095,8,10,290.45834,301.25,6.4536166e-06
pop1,-66.351746,46.01555,2095-08-11,2095,8,11,291.63022,300.875,0.00010717058
pop1,-66.351746,46.01555,2095-08-12,2095,8,12,291.21875,300.46353,3.7824353e-05
pop1,-66.351746,46.01555,2095-08-13,2095,8,13,291.52084,301.2396,6.098158e-06
pop1,-66.351746,46.01555,2095-08-14,2095,8,14,290.79688,300.80728,3.608916e-05
pop1,-66.351746,46.01555,2095-08-15,2095,8,15,291.3125,300.59375,1.9022138e-05
pop1,-66.351746,46.01555,2095-08-16,2095,8,16,291.9271,301.0521,2.8921573e-05
pop1,-66.351746,46.01555,2095-08-17,2095,8,17,292.3854,300.95834,7.450991e-05
pop1,-66.351746,46.01555,2095-08-18,2095,8,18,290.40625,300.35938,1.5516149e-05
pop1,-66.351746,46.01555,2095-08-19,2095,8,19,289.72916,299.96875,1.2850857e-05
pop1,-66.351746,46.01555,2095-08-20,2095,8,20,289.04166,300.31772,6.6172747e-06
pop1,-66.351746,46.01555,2095-08-21,2095,8,21,290.00522,299.8229,4.338789e-05
pop1,-66.351746,46.01555,2095-08-22,2095,8,22,290.63022,299.66666,0.000100600446
pop1,-66.351746,46.01555,2095-08-23,2095,8,23,291.44272,300.4375,4.1528037e-05
pop1,-66.351746,46.01555,2095-08-24,2095,8,24,290.88022,301.03647,3.316041e-05
pop1,-66.351746,46.01555,2095-08-25,2095,8,25,290.96353,300.29166,9.529359e-06
pop1,-66.351746,46.01555,2095-08-26,2095,8,26,290.09897,298.80728,8.122032e-05
pop1,-66.351746,46.01555,2095-08-27,2095,8,27,288.58853,298.69272,1.8015899e-05
pop1,-66.351746,46.01555,2095-08-28,2095,8,28,287.50522,298.85938,1.0599622e-05
pop1,-66.351746,46.01555,2095-08-29,2095,8,29,288.28647,298.9375,2.2270417e-05
pop1,-66.351746,46.01555,2095-08-30,2095,8,30,289.64062,299.22916,4.8124766e-05
pop1,-66.351746,46.01555,2095-08-31,2095,8,31,289.60226,298.24432,8.787116e-06
pop1,-66.351746,46.01555,2095-09-01,2095,9,1,288.77084,297.93228,6.629359e-06
pop1,-66.351746,46.01555,2095-09-02,2095,9,2,290.54688,298.25,1.1420491e-05
pop1,-66.351746,46.01555,2095-09-03,2095,9,3,287.8646,296.83853,4.0582814e-05
pop1,-66.351746,46.01555,2095-09-04,2095,9,4,286.3646,296.2396,2.3507075e-05
pop1,-66.351746,46.01555,2095-09-05,2095,9,5,287.16666,298.0729,7.310087e-06
pop1,-66.351746,46.01555,2095-09-06,2095,9,6,289.99478,298.59375,9.022831e-05
pop1,-66.351746,46.01555,2095-09-07,2095,9,7,289.40103,297.69272,0.00013136306
pop1,-66.351746,46.01555,2095-09-08,2095,9,8,286.72397,295.78125,6.731817e-05
pop1,-66.351746,46.01555,2095-09-09,2095,9,9,286.09375,296.97397,1.562914e-06
pop1,-66.351746,46.01555,2095-09-10,2095,9,10,286.58853,298.01562,3.2243831e-06
pop1,-66.351746,46.01555,2095-09-11,2095,9,11,288.3646,298.58853,3.3200744e-05
pop1,-66.351746,46.01555,2095-09-12,2095,9,12,288.35938,297.96353,2.0900932e-05
pop1,-66.351746,46.01555,2095-09-13,2095,9,13,288.46353,298.15625,4.2441698e-05
pop1,-66.351746,46.01555,2095-09-14,2095,9,14,288.58853,298.3229,1.7800918e-05
pop1,-66.351746,46.01555,2095-09-15,2095,9,15,287.79166,296.50522,3.5699817e-05
pop1,-66.351746,46.01555,2095-09-16,2095,9,16,286.47397,297.40103,2.0954472e-05
pop1,-66.351746,46.01555,2095-09-17,2095,9,17,287.43228,297.68228,2.7818323e-05
pop1,-66.351746,46.01555,2095-09-18,2095,9,18,288.65103,297.625,8.246395e-05
pop1,-66.351746,46.01555,2095-09-19,2095,9,19,287.25522,296.48438,0.00011081495
pop1,-66.351746,46.01555,2095-09-20,2095,9,20,286.3229,296.17188,1.577603e-05
pop1,-66.351746,46.01555,2095-09-21,2095,9,21,285.83853,295.21875,3.7103124e-05
pop1,-66.351746,46.01555,2095-09-22,2095,9,22,284.95312,293.3646,0.000115627096
pop1,-66.351746,46.01555,2095-09-23,2095,9,23,284.41147,292.3229,0.0001235919
pop1,-66.351746,46.01555,2095-09-24,2095,9,24,282.97397,293.23438,2.1543814e-05
pop1,-66.351746,46.01555,2095-09-25,2095,9,25,283.6146,293.20312,3.2908163e-05
pop1,-66.351746,46.01555,2095-09-26,2095,9,26,285.0729,293.4479,6.1255414e-05
pop1,-66.351746,46.01555,2095-09-27,2095,9,27,285.05728,294.9375,7.724847e-05
pop1,-66.351746,46.01555,2095-09-28,2095,9,28,286.0,294.30728,4.9705395e-05
pop1,-66.351746,46.01555,2095-09-29,2095,9,29,283.3125,293.22916,2.1496582e-05
pop1,-66.351746,46.01555,2095-09-30,2095,9,30,282.80728,293.74478,3.7705015e-06
pop1,-66.351746,46.01555,2095-10-01,2095,10,1,284.25522,293.39584,6.487413e-05
pop1,-66.351746,46.01555,2095-10-02,2095,10,2,284.56772,292.54166,5.0222716e-05
pop1,-66.351746,46.01555,2095-10-03,2095,10,3,284.13022,292.66666,7.107777e-05
pop1,-66.351746,46.01555,2095-10-04,2095,10,4,283.21353,292.0729,1.1287927e-05
pop1,-66.351746,46.01555,2095-10-05,2095,10,5,282.53125,291.06772,9.1537346e-05
pop1,-66.351746,46.01555,2095-10-06,2095,10,6,281.04688,290.77603,6.756164e-05
pop1,-66.351746,46.01555,2095-10-07,2095,10,7,281.4271,291.90103,5.890586e-05
pop1,-66.351746,46.01555,2095-10-08,2095,10,8,282.56772,291.4375,3.838828e-05
pop1,-66.351746,46.01555,2095-10-09,2095,10,9,282.15625,290.82812,9.213956e-05
pop1,-66.351746,46.01555,2095-10-10,2095,10,10,282.14584,291.5521,5.1844705e-05
pop1,-66.351746,46.01555,2095-10-11,2095,10,11,282.34897,291.36978,3.9097325e-05
pop1,-66.351746,46.01555,2095-10-12,2095,10,12,283.04166,290.4896,0.00010430511
pop1,-66.351746,46.01555,2095-10-13,2095,10,13,281.3125,289.45312,6.8685964e-05
pop1,-66.351746,46.01555,2095-10-14,2095,10,14,280.0625,288.4896,6.28779e-05
pop1,-66.351746,46.01555,2095-10-15,2095,10,15,279.59375,288.28647,9.325497e-06
pop1,-66.351746,46.01555,2095-10-16,2095,10,16,280.375,288.3646,4.5188073e-05
pop1,-66.351746,46.01555,2095-10-17,2095,10,17,280.13022,288.05728,7.353105e-05
pop1,-66.351746,46.01555,2095-10-18,2095,10,18,278.86978,287.24478,6.919483e-05
pop1,-66.351746,46.01555,2095-10-19,2095,10,19,278.6979,287.42188,2.6356405e-05
pop1,-66.351746,46.01555,2095-10-20,2095,10,20,279.9896,287.73438,2.6865688e-05
pop1,-66.351746,46.01555,2095-10-21,2095,10,21,277.5,287.66147,8.785396e-06
pop1,-66.351746,46.01555,2095-10-22,2095,10,22,277.77084,286.50522,7.2939674e-06
pop1,-66.351746,46.01555,2095-10-23,2095,10,23,279.9271,286.51562,0.00013618391
pop1,-66.351746,46.01555,2095-10-24,2095,10,24,277.5521,286.68228,4.8818896e-05
pop1,-66.351746,46.01555,2095-10-25,2095,10,25,276.41147,284.77603,6.186295e-05
pop1,-66.351746,46.01555,2095-10-26,2095,10,26,275.66666,284.54688,7.211453e-06
pop1,-66.351746,46.01555,2095-10-27,2095,10,27,275.47397,284.81772,1.3379965e-05
pop1,-66.351746,46.01555,2095-10-28,2095,10,28,275.2604,284.8229,8.1756465e-05
pop1,-66.351746,46.01555,2095-10-29,2095,10,29,275.16147,284.08334,3.2855012e-05
pop1,-66.351746,46.01555,2095-10-30,2095,10,30,275.52603,282.9896,0.00010747492
pop1,-66.351746,46.01555,2095-10-31,2095,10,31,275.91476,283.0341,3.750754e-05
pop1,-66.351746,46.01555,2095-11-01,2095,11,1,275.25522,284.33334,1.5574757e-05
pop1,-66.351746,46.01555,2095-11-02,2095,11,2,277.40103,284.85416,8.5808395e-05
pop1,-66.351746,46.01555,2095-11-03,2095,11,3,276.1875,284.53125,2.8399494e-05
pop1,-66.351746,46.01555,2095-11-04,2095,11,4,276.39584,284.0104,5.6383826e-05
pop1,-66.351746,46.01555,2095-11-05,2095,11,5,276.125,283.55728,3.9193044e-05
pop1,-66.351746,46.01555,2095-11-06,2095,11,6,276.20834,284.03125,3.4842244e-05
pop1,-66.351746,46.01555,2095-11-07,2095,11,7,275.40625,283.39584,6.8552574e-05
pop1,-66.351746,46.01555,2095-11-08,2095,11,8,275.99478,284.2396,3.9065504e-05
pop1,-66.351746,46.01555,2095-11-09,2095,11,9,274.25522,283.33853,2.7460448e-05
pop1,-66.351746,46.01555,2095-11-10,2095,11,10,273.3854,281.78647,0.00011213679
pop1,-66.351746,46.01555,2095-11-11,2095,11,11,273.30728,283.58853,5.6738296e-05
pop1,-66.351746,46.01555,2095-11-12,2095,11,12,274.72916,283.64062,4.0994684e-05
pop1,-66.351746,46.01555,2095-11-13,2095,11,13,277.11978,283.73438,6.273714e-05
pop1,-66.351746,46.01555,2095-11-14,2095,11,14,274.06772,283.09897,3.4505043e-05
pop1,-66.351746,46.01555,2095-11-15,2095,11,15,273.27084,281.45834,8.821284e-05
pop1,-66.351746,46.01555,2095-11-16,2095,11,16,273.6771,282.69272,5.308018e-05
pop1,-66.351746,46.01555,2095-11-17,2095,11,17,274.125,282.98438,5.6044733e-05
pop1,-66.351746,46.01555,2095-11-18,2095,11,18,274.90625,283.73438,0.00014874864
pop1,-66.351746,46.01555,2095-11-19,2095,11,19,273.00522,281.29688,7.254613e-05
pop1,-66.351746,46.01555,2095-11-20,2095,11,20,273.27603,280.2396,0.00011452718
pop1,-66.351746,46.01555,2095-11-21,2095,11,21,272.83334,280.34897,4.1926523e-05
pop1,-66.351746,46.01555,2095-11-22,2095,11,22,272.77084,281.16147,9.508498e-05
pop1,-66.351746,46.01555,2095-11-23,2095,11,23,272.78125,281.45834,5.5238826e-05
pop1,-66.351746,46.01555,2095-11-24,2095,11,24,273.95312,281.99478,5.6396282e-05
pop1,-66.351746,46.01555,2095-11-25,2095,11,25,274.25,283.16666,2.426593e-05
pop1,-66.351746,46.01555,2095-11-26,2095,11,26,273.60416,282.71353,2.8859395e-05
pop1,-66.351746,46.01555,2095-11-27,2095,11,27,273.45312,280.45312,5.5212393e-05
pop1,-66.351746,46.01555,2095-11-28,2095,11,28,272.01562,280.7396,0.00013749483
pop1,-66.351746,46.01555,2095-11-29,2095,11,29,272.54166,280.98438,0.00017013661
pop1,-66.351746,46.01555,2095-11-30,2095,11,30,273.1875,280.28125,9.6006544e-05
pop1,-66.351746,46.01555,2095-12-01,2095,12,1,273.4375,282.1146,4.397941e-05
pop1,-66.351746,46.01555,2095-12-02,2095,12,2,272.4375,281.58853,1.628403e-05
pop1,-66.351746,46.01555,2095-12-03,2095,12,3,273.38022,281.79166,0.00015698928
pop1,-66.351746,46.01555,2095-12-04,2095,12,4,272.10416,280.15625,4.419794e-05
pop1,-66.351746,46.01555,2095-12-05,2095,12,5,271.1875,278.90625,6.789934e-05
pop1,-66.351746,46.01555,2095-12-06,2095,12,6,269.78647,276.57812,3.4571454e-05
pop1,-66.351746,46.01555,2095-12-07,2095,12,7,270.25522,275.97397,6.524157e-05
pop1,-66.351746,46.01555,2095-12-08,2095,12,8,267.69272,276.90625,4.497998e-05
pop1,-66.351746,46.01555,2095-12-09,2095,12,9,269.33334,277.79166,7.617104e-05
pop1,-66.351746,46.01555,2095-12-10,2095,12,10,270.56772,278.85416,0.00018553935
pop1,-66.351746,46.01555,2095-12-11,2095,12,11,269.60416,276.39584,6.213877e-05
pop1,-66.351746,46.01555,2095-12-12,2095,12,12,270.16666,277.50522,7.211234e-05
pop1,-66.351746,46.01555,2095-12-13,2095,12,13,269.1146,276.1771,4.722792e-05
pop1,-66.351746,46.01555,2095-12-14,2095,12,14,268.47656,275.75,3.5857243e-05
pop1,-66.351746,46.01555,2095-12-15,2095,12,15,268.78125,276.5,2.158146e-05
pop1,-66.351746,46.01555,2095-12-16,2095,12,16,269.5104,277.90625,4.8350368e-05
pop1,-66.351746,46.01555,2095-12-17,2095,12,17,269.46875,277.5104,5.107415e-05
pop1,-66.351746,46.01555,2095-12-18,2095,12,18,267.70834,276.60416,4.3115488e-05
pop1,-66.351746,46.01555,2095-12-19,2095,12,19,266.04166,275.4479,3.489858e-05
pop1,-66.351746,46.01555,2095-12-20,2095,12,20,267.78125,276.74478,6.2846586e-05
pop1,-66.351746,46.01555,2095-12-21,2095,12,21,268.59897,277.33853,0.00010382704
pop1,-66.351746,46.01555,2095-12-22,2095,12,22,267.7604,277.3021,8.567391e-05
pop1,-66.351746,46.01555,2095-12-23,2095,12,23,267.77603,274.64584,8.908333e-06
pop1,-66.351746,46.01555,2095-12-24,2095,12,24,267.89062,276.52603,6.3887026e-05
pop1,-66.351746,46.01555,2095-12-25,2095,12,25,269.0625,277.60938,7.763196e-05
pop1,-66.351746,46.01555,2095-12-26,2095,12,26,267.65625,275.51562,3.9544742e-05
pop1,-66.351746,46.01555,2095-12-27,2095,12,27,267.95312,274.90103,2.3176277e-05
pop1,-66.351746,46.01555,2095-12-28,2095,12,28,269.66147,275.58853,5.978796e-05
pop1,-66.351746,46.01555,2095-12-29,2095,12,29,269.42188,275.31772,2.3724822e-05
pop1,-66.351746,46.01555,2095-12-30,2095,12,30,270.15103,275.32812,4.4415705e-05
pop1,-66.351746,46.01555,2095-12-31,2095,12,31,268.61932,275.78976,2.7730408e-05
pop1,-66.351746,46.01555,2096-01-01,2096,1,1,267.9375,274.5,4.1267096e-05
pop1,-66.351746,46.01555,2096-01-02,2096,1,2,269.29688,276.65625,5.055644e-05
pop1,-66.351746,46.01555,2096-01-03,2096,1,3,269.17188,277.2396,6.450386e-05
pop1,-66.351746,46.01555,2096-01-04,2096,1,4,268.60938,275.3646,8.268668e-05
pop1,-66.351746,46.01555,2096-01-05,2096,1,5,267.83853,274.82812,4.7889014e-05
pop1,-66.351746,46.01555,2096-01-06,2096,1,6,266.9479,276.27084,6.2148676e-05
pop1,-66.351746,46.01555,2096-01-07,2096,1,7,267.78647,275.09897,8.622201e-05
pop1,-66.351746,46.01555,2096-01-08,2096,1,8,267.54947,275.09897,4.604977e-05
pop1,-66.351746,46.01555,2096-01-09,2096,1,9,265.03125,272.4896,5.2814303e-05
pop1,-66.351746,46.01555,2096-01-10,2096,1,10,263.95834,273.09375,1.9048719e-05
pop1,-66.351746,46.01555,2096-01-11,2096,1,11,264.72397,273.54166,3.6794856e-05
pop1,-66.351746,46.01555,2096-01-12,2096,1,12,264.97397,274.46875,3.8253307e-05
pop1,-66.351746,46.01555,2096-01-13,2096,1,13,267.88022,275.51562,0.000109009336
pop1,-66.351746,46.01555,2096-01-14,2096,1,14,266.26562,275.79688,7.075402e-05
pop1,-66.351746,46.01555,2096-01-15,2096,1,15,265.70834,275.78647,7.07786e-05
pop1,-66.351746,46.01555,2096-01-16,2096,1,16,266.25,273.84375,1.48870495e-05
pop1,-66.351746,46.01555,2096-01-17,2096,1,17,265.56772,274.76562,3.7432863e-05
pop1,-66.351746,46.01555,2096-01-18,2096,1,18,264.94272,273.58853,2.5447325e-05
pop1,-66.351746,46.01555,2096-01-19,2096,1,19,265.58853,273.49478,6.6565306e-05
pop1,-66.351746,46.01555,2096-01-20,2096,1,20,264.64844,272.18228,8.626463e-06
pop1,-66.351746,46.01555,2096-01-21,2096,1,21,265.21094,271.9479,3.0362542e-05
pop1,-66.351746,46.01555,2096-01-22,2096,1,22,264.6328,272.03125,3.9746166e-05
pop1,-66.351746,46.01555,2096-01-23,2096,1,23,264.38803,271.64062,1.5507634e-05
pop1,-66.351746,46.01555,2096-01-24,2096,1,24,263.2422,271.9896,5.174245e-05
pop1,-66.351746,46.01555,2096-01-25,2096,1,25,265.625,272.40625,3.9406466e-05
pop1,-66.351746,46.01555,2096-01-26,2096,1,26,265.73438,272.73438,7.4516596e-05
pop1,-66.351746,46.01555,2096-01-27,2096,1,27,266.77603,274.47916,6.0163933e-05
pop1,-66.351746,46.01555,2096-01-28,2096,1,28,268.6979,275.1146,5.1203748e-05
pop1,-66.351746,46.01555,2096-01-29,2096,1,29,266.82812,275.58334,0.00010213072
pop1,-66.351746,46.01555,2096-01-30,2096,1,30,266.15103,272.85938,0.00010884556
pop1,-66.351746,46.01555,2096-01-31,2096,1,31,264.89206,271.9375,9.858921e-06
pop1,-66.351746,46.01555,2096-02-01,2096,2,1,264.88022,273.96353,9.8606026e-05
pop1,-66.351746,46.01555,2096-02-02,2096,2,2,265.93228,274.97916,9.365881e-05
pop1,-66.351746,46.01555,2096-02-03,2096,2,3,265.5729,273.3646,9.416883e-06
pop1,-66.351746,46.01555,2096-02-04,2096,2,4,265.29688,271.71875,6.815744e-05
pop1,-66.351746,46.01555,2096-02-05,2096,2,5,264.51562,273.72916,5.2509564e-05
pop1,-66.351746,46.01555,2096-02-06,2096,2,6,265.41147,273.43228,5.109486e-05
pop1,-66.351746,46.01555,2096-02-07,2096,2,7,266.97916,273.8229,4.2242336e-05
pop1,-66.351746,46.01555,2096-02-08,2096,2,8,266.28125,273.9896,3.9298073e-05
pop1,-66.351746,46.01555,2096-02-09,2096,2,9,266.85156,273.83853,0.00011374182
pop1,-66.351746,46.01555,2096-02-10,2096,2,10,266.46353,275.1771,5.1098057e-05
pop1,-66.351746,46.01555,2096-02-11,2096,2,11,266.84897,274.45312,8.404001e-05
pop1,-66.351746,46.01555,2096-02-12,2096,2,12,265.04166,274.25,4.6031037e-05
pop1,-66.351746,46.01555,2096-02-13,2096,2,13,266.04166,274.59375,0.00013451118
pop1,-66.351746,46.01555,2096-02-14,2096,2,14,266.73178,273.81772,3.057595e-05
pop1,-66.351746,46.01555,2096-02-15,2096,2,15,266.89584,273.78647,3.1869862e-05
pop1,-66.351746,46.01555,2096-02-16,2096,2,16,267.51562,273.72916,1.3636337e-05
pop1,-66.351746,46.01555,2096-02-17,2096,2,17,267.20312,273.98438,3.9549195e-05
pop1,-66.351746,46.01555,2096-02-18,2096,2,18,267.80728,275.59897,7.690305e-05
pop1,-66.351746,46.01555,2096-02-19,2096,2,19,268.66147,275.23438,6.779897e-05
pop1,-66.351746,46.01555,2096-02-20,2096,2,20,266.28125,274.43228,4.342585e-05
pop1,-66.351746,46.01555,2096-02-21,2096,2,21,263.43228,272.92188,3.833166e-05
pop1,-66.351746,46.01555,2096-02-22,2096,2,22,264.44272,273.69272,4.3284108e-05
pop1,-66.351746,46.01555,2096-02-23,2096,2,23,267.6276,275.46875,8.095183e-05
pop1,-66.351746,46.01555,2096-02-24,2096,2,24,266.125,275.70834,4.1104697e-05
pop1,-66.351746,46.01555,2096-02-25,2096,2,25,266.98178,275.03125,7.582939e-05
pop1,-66.351746,46.01555,2096-02-26,2096,2,26,268.0729,275.15625,1.0257528e-05
pop1,-66.351746,46.01555,2096-02-27,2096,2,27,268.39062,276.45834,1.5189728e-05
pop1,-66.351746,46.01555,2096-02-28,2096,2,28,268.375,278.32812,0.00010949563
pop1,-66.351746,46.01555,2096-03-01,2096,3,1,269.9479,278.31772,9.6090276e-05
pop1,-66.351746,46.01555,2096-03-02,2096,3,2,268.47397,277.38022,1.7377422e-05
pop1,-66.351746,46.01555,2096-03-03,2096,3,3,267.75,275.68228,5.804076e-05
pop1,-66.351746,46.01555,2096-03-04,2096,3,4,266.89062,275.4479,1.9594589e-05
pop1,-66.351746,46.01555,2096-03-05,2096,3,5,268.05728,276.0521,2.2962486e-05
pop1,-66.351746,46.01555,2096-03-06,2096,3,6,267.49478,275.85938,5.8217465e-05
pop1,-66.351746,46.01555,2096-03-07,2096,3,7,266.41406,274.19272,5.4272532e-05
pop1,-66.351746,46.01555,2096-03-08,2096,3,8,264.44272,274.04688,1.2064543e-05
pop1,-66.351746,46.01555,2096-03-09,2096,3,9,265.6146,274.2604,5.5795706e-05
pop1,-66.351746,46.01555,2096-03-10,2096,3,10,267.53125,275.86978,2.704911e-05
pop1,-66.351746,46.01555,2096-03-11,2096,3,11,265.70834,274.60938,1.3130958e-05
pop1,-66.351746,46.01555,2096-03-12,2096,3,12,264.89062,273.5625,2.6662934e-05
pop1,-66.351746,46.01555,2096-03-13,2096,3,13,267.24478,275.45312,9.100844e-05
pop1,-66.351746,46.01555,2096-03-14,2096,3,14,269.46875,278.15103,4.9750848e-05
pop1,-66.351746,46.01555,2096-03-15,2096,3,15,269.4271,278.29166,5.6735833e-05
pop1,-66.351746,46.01555,2096-03-16,2096,3,16,269.61978,277.27603,6.392208e-05
pop1,-66.351746,46.01555,2096-03-17,2096,3,17,269.21875,278.2396,4.176912e-05
pop1,-66.351746,46.01555,2096-03-18,2096,3,18,270.4896,279.5729,1.8072613e-05
pop1,-66.351746,46.01555,2096-03-19,2096,3,19,269.80728,278.28125,1.1891946e-05
pop1,-66.351746,46.01555,2096-03-20,2096,3,20,269.79688,278.3229,4.7699887e-05
pop1,-66.351746,46.01555,2096-03-21,2096,3,21,269.79166,277.52084,3.7322472e-05
pop1,-66.351746,46.01555,2096-03-22,2096,3,22,269.05728,279.20834,5.109848e-05
pop1,-66.351746,46.01555,2096-03-23,2096,3,23,272.13022,280.1979,6.8444024e-05
pop1,-66.351746,46.01555,2096-03-24,2096,3,24,271.25,280.08853,7.8790494e-05
pop1,-66.351746,46.01555,2096-03-25,2096,3,25,270.2396,279.27084,2.9980452e-05
pop1,-66.351746,46.01555,2096-03-26,2096,3,26,270.72916,279.99478,4.0387768e-05
pop1,-66.351746,46.01555,2096-03-27,2096,3,27,269.34375,279.50522,4.261579e-05
pop1,-66.351746,46.01555,2096-03-28,2096,3,28,270.07812,278.08334,3.3730754e-05
pop1,-66.351746,46.01555,2096-03-29,2096,3,29,270.21875,279.25522,4.0994523e-06
pop1,-66.351746,46.01555,2096-03-30,2096,3,30,270.08853,279.9375,3.2802323e-05
pop1,-66.351746,46.01555,2096-03-31,2096,3,31,269.98294,280.11932,3.4625624e-05
pop1,-66.351746,46.01555,2096-04-01,2096,4,1,270.64062,279.60416,3.0025485e-05
pop1,-66.351746,46.01555,2096-04-02,2096,4,2,270.89062,281.58334,3.671183e-05
pop1,-66.351746,46.01555,2096-04-03,2096,4,3,272.50522,282.40103,4.557201e-05
pop1,-66.351746,46.01555,2096-04-04,2096,4,4,271.5104,282.17188,1.296507e-05
pop1,-66.351746,46.01555,2096-04-05,2096,4,5,271.70834,283.11978,8.434333e-06
pop1,-66.351746,46.01555,2096-04-06,2096,4,6,272.84897,282.1875,4.148978e-05
pop1,-66.351746,46.01555,2096-04-07,2096,4,7,273.22916,283.4375,1.2015647e-05
pop1,-66.351746,46.01555,2096-04-08,2096,4,8,274.3125,284.09375,2.4815947e-05
pop1,-66.351746,46.01555,2096-04-09,2096,4,9,275.08853,283.7604,5.5995402e-05
pop1,-66.351746,46.01555,2096-04-10,2096,4,10,274.17188,284.10938,2.5226707e-05
pop1,-66.351746,46.01555,2096-04-11,2096,4,11,274.375,284.29166,3.1696847e-05
pop1,-66.351746,46.01555,2096-04-12,2096,4,12,274.1354,284.92188,4.7277408e-05
pop1,-66.351746,46.01555,2096-04-13,2096,4,13,274.49478,285.08853,3.2716966e-05
pop1,-66.351746,46.01555,2096-04-14,2096,4,14,274.05728,285.74478,2.4330417e-05
pop1,-66.351746,46.01555,2096-04-15,2096,4,15,275.18228,285.30728,8.821685e-06
pop1,-66.351746,46.01555,2096-04-16,2096,4,16,275.96353,286.69272,7.0265785e-05
pop1,-66.351746,46.01555,2096-04-17,2096,4,17,277.29166,287.77084,7.8994904e-05
pop1,-66.351746,46.01555,2096-04-18,2096,4,18,278.02084,288.19272,5.6474306e-05
pop1,-66.351746,46.01555,2096-04-19,2096,4,19,277.71353,287.66147,4.5569144e-05
pop1,-66.351746,46.01555,2096-04-20,2096,4,20,276.44272,286.63022,8.015705e-06
pop1,-66.351746,46.01555,2096-04-21,2096,4,21,274.22916,286.02603,6.6537985e-05
pop1,-66.351746,46.01555,2096-04-22,2096,4,22,275.64584,285.97916,5.564798e-05
pop1,-66.351746,46.01555,2096-04-23,2096,4,23,275.1146,286.6979,2.0156458e-05
pop1,-66.351746,46.01555,2096-04-24,2096,4,24,276.4479,288.05728,2.170861e-05
pop1,-66.351746,46.01555,2096-04-25,2096,4,25,277.79688,289.0,3.5848465e-05
pop1,-66.351746,46.01555,2096-04-26,2096,4,26,275.34897,288.02084,4.847963e-05
pop1,-66.351746,46.01555,2096-04-27,2096,4,27,276.16147,286.55728,3.7123114e-05
pop1,-66.351746,46.01555,2096-04-28,2096,4,28,276.50522,287.29166,2.7842349e-05
pop1,-66.351746,46.01555,2096-04-29,2096,4,29,277.875,287.18228,2.8075003e-05
pop1,-66.351746,46.01555,2096-04-30,2096,4,30,278.72397,290.375,2.7200998e-05
pop1,-66.351746,46.01555,2096-05-01,2096,5,1,279.83853,289.6771,3.7954742e-05
pop1,-66.351746,46.01555,2096-05-02,2096,5,2,279.1354,289.11978,6.524366e-05
pop1,-66.351746,46.01555,2096-05-03,2096,5,3,279.34375,289.81772,0.00010303792
pop1,-66.351746,46.01555,2096-05-04,2096,5,4,278.18228,289.05728,2.0082158e-05
pop1,-66.351746,46.01555,2096-05-05,2096,5,5,277.73438,289.1875,4.1173975e-05
pop1,-66.351746,46.01555,2096-05-06,2096,5,6,279.06772,290.125,3.128571e-05
pop1,-66.351746,46.01555,2096-05-07,2096,5,7,280.20312,291.41147,6.5260545e-05
pop1,-66.351746,46.01555,2096-05-08,2096,5,8,281.89584,292.69272,5.20012e-05
pop1,-66.351746,46.01555,2096-05-09,2096,5,9,281.40103,292.6146,2.187636e-05
pop1,-66.351746,46.01555,2096-05-10,2096,5,10,282.14062,293.49478,3.490171e-05
